variant_id,method,cell_id,gold_verdict,gold_block,gold_R2_R3,gold_FD,pred_verdict,pred_block,pred_R2_R3,pred_FD,benchmark,trace_id,model,model_revision,backend,backend_version,binary_output_basis,severity_output_basis,fd_output_basis
B0_RAW_STRUCTURAL_EQUALITY,Raw equality,APPWORLD__APPWORLD-NAT-032__LLAMA__SGLANG,SAFE,FALSE,NOT_APPLICABLE_GOLD_SAFE,NONE,DEFECT,TRUE,NOT_APPLICABLE_OUTPUT,NOT_APPLICABLE_OUTPUT,APPWORLD,APPWORLD-NAT-032,meta-llama/Meta-Llama-3.1-8B-Instruct,8c22764a7e3675c50d4c7c9a4edb474456022b16,SGLang,0.5.6.post2,scripts/ai_venue_pivot_compact_eval.py:36-39,No per-cell severity label is defined.,Analyzer/variant defines no first-divergence label output.
B0_RAW_STRUCTURAL_EQUALITY,Raw equality,APPWORLD__APPWORLD-NAT-032__LLAMA__VLLM,SAFE,FALSE,NOT_APPLICABLE_GOLD_SAFE,NONE,DEFECT,TRUE,NOT_APPLICABLE_OUTPUT,NOT_APPLICABLE_OUTPUT,APPWORLD,APPWORLD-NAT-032,meta-llama/Meta-Llama-3.1-8B-Instruct,8c22764a7e3675c50d4c7c9a4edb474456022b16,vLLM,0.23.0,scripts/ai_venue_pivot_compact_eval.py:36-39,No per-cell severity label is defined.,Analyzer/variant defines no first-divergence label output.
B0_RAW_STRUCTURAL_EQUALITY,Raw equality,APPWORLD__APPWORLD-NAT-032__MISTRAL__SGLANG,DEFECT,TRUE,R3,SGLang generated 29-character tool-call ID versus Mistral 9-character ID guard,DEFECT,TRUE,NOT_APPLICABLE_OUTPUT,NOT_APPLICABLE_OUTPUT,APPWORLD,APPWORLD-NAT-032,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,SGLang,0.5.6.post2,scripts/ai_venue_pivot_compact_eval.py:36-39,No per-cell severity label is defined.,Analyzer/variant defines no first-divergence label output.
B0_RAW_STRUCTURAL_EQUALITY,Raw equality,APPWORLD__APPWORLD-NAT-032__MISTRAL__VLLM,SAFE,FALSE,NOT_APPLICABLE_GOLD_SAFE,NONE,DEFECT,TRUE,NOT_APPLICABLE_OUTPUT,NOT_APPLICABLE_OUTPUT,APPWORLD,APPWORLD-NAT-032,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,vLLM,0.23.0,scripts/ai_venue_pivot_compact_eval.py:36-39,No per-cell severity label is defined.,Analyzer/variant defines no first-divergence label output.
B0_RAW_STRUCTURAL_EQUALITY,Raw equality,APPWORLD__APPWORLD-NAT-032__QWEN__SGLANG,SAFE,FALSE,NOT_APPLICABLE_GOLD_SAFE,NONE,DEFECT,TRUE,NOT_APPLICABLE_OUTPUT,NOT_APPLICABLE_OUTPUT,APPWORLD,APPWORLD-NAT-032,Qwen/Qwen3-14B,40c069824f4251a91eefaf281ebe4c544efd3e18,SGLang,0.5.6.post2,scripts/ai_venue_pivot_compact_eval.py:36-39,No per-cell severity label is defined.,Analyzer/variant defines no first-divergence label output.
B0_RAW_STRUCTURAL_EQUALITY,Raw equality,APPWORLD__APPWORLD-NAT-032__QWEN__VLLM,SAFE,FALSE,NOT_APPLICABLE_GOLD_SAFE,NONE,DEFECT,TRUE,NOT_APPLICABLE_OUTPUT,NOT_APPLICABLE_OUTPUT,APPWORLD,APPWORLD-NAT-032,Qwen/Qwen3-14B,40c069824f4251a91eefaf281ebe4c544efd3e18,vLLM,0.23.0,scripts/ai_venue_pivot_compact_eval.py:36-39,No per-cell severity label is defined.,Analyzer/variant defines no first-divergence label output.
B0_RAW_STRUCTURAL_EQUALITY,Raw equality,APPWORLD__APPWORLD-NAT-036__LLAMA__SGLANG,SAFE,FALSE,NOT_APPLICABLE_GOLD_SAFE,NONE,DEFECT,TRUE,NOT_APPLICABLE_OUTPUT,NOT_APPLICABLE_OUTPUT,APPWORLD,APPWORLD-NAT-036,meta-llama/Meta-Llama-3.1-8B-Instruct,8c22764a7e3675c50d4c7c9a4edb474456022b16,SGLang,0.5.6.post2,scripts/ai_venue_pivot_compact_eval.py:36-39,No per-cell severity label is defined.,Analyzer/variant defines no first-divergence label output.
B0_RAW_STRUCTURAL_EQUALITY,Raw equality,APPWORLD__APPWORLD-NAT-036__LLAMA__VLLM,SAFE,FALSE,NOT_APPLICABLE_GOLD_SAFE,NONE,DEFECT,TRUE,NOT_APPLICABLE_OUTPUT,NOT_APPLICABLE_OUTPUT,APPWORLD,APPWORLD-NAT-036,meta-llama/Meta-Llama-3.1-8B-Instruct,8c22764a7e3675c50d4c7c9a4edb474456022b16,vLLM,0.23.0,scripts/ai_venue_pivot_compact_eval.py:36-39,No per-cell severity label is defined.,Analyzer/variant defines no first-divergence label output.
B0_RAW_STRUCTURAL_EQUALITY,Raw equality,APPWORLD__APPWORLD-NAT-036__MISTRAL__SGLANG,DEFECT,TRUE,R3,SGLang generated 29-character tool-call ID versus Mistral 9-character ID guard,DEFECT,TRUE,NOT_APPLICABLE_OUTPUT,NOT_APPLICABLE_OUTPUT,APPWORLD,APPWORLD-NAT-036,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,SGLang,0.5.6.post2,scripts/ai_venue_pivot_compact_eval.py:36-39,No per-cell severity label is defined.,Analyzer/variant defines no first-divergence label output.
B0_RAW_STRUCTURAL_EQUALITY,Raw equality,APPWORLD__APPWORLD-NAT-036__MISTRAL__VLLM,SAFE,FALSE,NOT_APPLICABLE_GOLD_SAFE,NONE,DEFECT,TRUE,NOT_APPLICABLE_OUTPUT,NOT_APPLICABLE_OUTPUT,APPWORLD,APPWORLD-NAT-036,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,vLLM,0.23.0,scripts/ai_venue_pivot_compact_eval.py:36-39,No per-cell severity label is defined.,Analyzer/variant defines no first-divergence label output.
B0_RAW_STRUCTURAL_EQUALITY,Raw equality,APPWORLD__APPWORLD-NAT-036__QWEN__SGLANG,SAFE,FALSE,NOT_APPLICABLE_GOLD_SAFE,NONE,DEFECT,TRUE,NOT_APPLICABLE_OUTPUT,NOT_APPLICABLE_OUTPUT,APPWORLD,APPWORLD-NAT-036,Qwen/Qwen3-14B,40c069824f4251a91eefaf281ebe4c544efd3e18,SGLang,0.5.6.post2,scripts/ai_venue_pivot_compact_eval.py:36-39,No per-cell severity label is defined.,Analyzer/variant defines no first-divergence label output.
B0_RAW_STRUCTURAL_EQUALITY,Raw equality,APPWORLD__APPWORLD-NAT-036__QWEN__VLLM,SAFE,FALSE,NOT_APPLICABLE_GOLD_SAFE,NONE,DEFECT,TRUE,NOT_APPLICABLE_OUTPUT,NOT_APPLICABLE_OUTPUT,APPWORLD,APPWORLD-NAT-036,Qwen/Qwen3-14B,40c069824f4251a91eefaf281ebe4c544efd3e18,vLLM,0.23.0,scripts/ai_venue_pivot_compact_eval.py:36-39,No per-cell severity label is defined.,Analyzer/variant defines no first-divergence label output.
B0_RAW_STRUCTURAL_EQUALITY,Raw equality,APPWORLD__APPWORLD-NAT-039__LLAMA__SGLANG,SAFE,FALSE,NOT_APPLICABLE_GOLD_SAFE,NONE,DEFECT,TRUE,NOT_APPLICABLE_OUTPUT,NOT_APPLICABLE_OUTPUT,APPWORLD,APPWORLD-NAT-039,meta-llama/Meta-Llama-3.1-8B-Instruct,8c22764a7e3675c50d4c7c9a4edb474456022b16,SGLang,0.5.6.post2,scripts/ai_venue_pivot_compact_eval.py:36-39,No per-cell severity label is defined.,Analyzer/variant defines no first-divergence label output.
B0_RAW_STRUCTURAL_EQUALITY,Raw equality,APPWORLD__APPWORLD-NAT-039__LLAMA__VLLM,SAFE,FALSE,NOT_APPLICABLE_GOLD_SAFE,NONE,DEFECT,TRUE,NOT_APPLICABLE_OUTPUT,NOT_APPLICABLE_OUTPUT,APPWORLD,APPWORLD-NAT-039,meta-llama/Meta-Llama-3.1-8B-Instruct,8c22764a7e3675c50d4c7c9a4edb474456022b16,vLLM,0.23.0,scripts/ai_venue_pivot_compact_eval.py:36-39,No per-cell severity label is defined.,Analyzer/variant defines no first-divergence label output.
B0_RAW_STRUCTURAL_EQUALITY,Raw equality,APPWORLD__APPWORLD-NAT-039__MISTRAL__SGLANG,DEFECT,TRUE,R3,SGLang generated 29-character tool-call ID versus Mistral 9-character ID guard,DEFECT,TRUE,NOT_APPLICABLE_OUTPUT,NOT_APPLICABLE_OUTPUT,APPWORLD,APPWORLD-NAT-039,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,SGLang,0.5.6.post2,scripts/ai_venue_pivot_compact_eval.py:36-39,No per-cell severity label is defined.,Analyzer/variant defines no first-divergence label output.
B0_RAW_STRUCTURAL_EQUALITY,Raw equality,APPWORLD__APPWORLD-NAT-039__MISTRAL__VLLM,SAFE,FALSE,NOT_APPLICABLE_GOLD_SAFE,NONE,DEFECT,TRUE,NOT_APPLICABLE_OUTPUT,NOT_APPLICABLE_OUTPUT,APPWORLD,APPWORLD-NAT-039,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,vLLM,0.23.0,scripts/ai_venue_pivot_compact_eval.py:36-39,No per-cell severity label is defined.,Analyzer/variant defines no first-divergence label output.
B0_RAW_STRUCTURAL_EQUALITY,Raw equality,APPWORLD__APPWORLD-NAT-039__QWEN__SGLANG,SAFE,FALSE,NOT_APPLICABLE_GOLD_SAFE,NONE,DEFECT,TRUE,NOT_APPLICABLE_OUTPUT,NOT_APPLICABLE_OUTPUT,APPWORLD,APPWORLD-NAT-039,Qwen/Qwen3-14B,40c069824f4251a91eefaf281ebe4c544efd3e18,SGLang,0.5.6.post2,scripts/ai_venue_pivot_compact_eval.py:36-39,No per-cell severity label is defined.,Analyzer/variant defines no first-divergence label output.
B0_RAW_STRUCTURAL_EQUALITY,Raw equality,APPWORLD__APPWORLD-NAT-039__QWEN__VLLM,SAFE,FALSE,NOT_APPLICABLE_GOLD_SAFE,NONE,DEFECT,TRUE,NOT_APPLICABLE_OUTPUT,NOT_APPLICABLE_OUTPUT,APPWORLD,APPWORLD-NAT-039,Qwen/Qwen3-14B,40c069824f4251a91eefaf281ebe4c544efd3e18,vLLM,0.23.0,scripts/ai_venue_pivot_compact_eval.py:36-39,No per-cell severity label is defined.,Analyzer/variant defines no first-divergence label output.
